[2024-08-07T20:48:05.420+0300][0.005s][info][gc] Using G1
[2024-08-07T20:48:05.421+0300][0.006s][debug][gc] ConcGCThreads: 3 offset 22
[2024-08-07T20:48:05.421+0300][0.006s][debug][gc] ParallelGCThreads: 10
[2024-08-07T20:48:05.421+0300][0.007s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2024-08-07T20:48:05.593+0300][0,178s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 24M->3M(256M) 3,252ms
[2024-08-07T20:48:05.629+0300][0,215s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 56M->4M(256M) 3,933ms
[2024-08-07T20:48:05.706+0300][0,292s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 4,286ms
[2024-08-07T20:48:05.740+0300][0,326s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 2,779ms
[2024-08-07T20:48:05.773+0300][0,359s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 2,362ms
[2024-08-07T20:48:05.810+0300][0,395s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 153M->5M(256M) 4,988ms
[2024-08-07T20:48:05.844+0300][0,429s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 153M->4M(256M) 3,979ms
[2024-08-07T20:48:05.880+0300][0,466s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 3,342ms
[2024-08-07T20:48:05.917+0300][0,503s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 2,908ms
[2024-08-07T20:48:05.955+0300][0,540s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 153M->2M(256M) 2,560ms
[2024-08-07T20:48:05.992+0300][0,578s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 153M->5M(256M) 3,992ms
[2024-08-07T20:48:06.028+0300][0,614s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 153M->4M(256M) 3,263ms
[2024-08-07T20:48:06.062+0300][0,648s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 2,992ms
[2024-08-07T20:48:06.096+0300][0,682s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 153M->3M(256M) 2,287ms
[2024-08-07T20:48:06.129+0300][0,715s][info ][gc] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 154M->2M(256M) 2,322ms
[2024-08-07T20:48:06.166+0300][0,752s][info ][gc] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 153M->5M(256M) 4,463ms
[2024-08-07T20:48:06.230+0300][0,816s][info ][gc] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 155M->5M(256M) 3,869ms
[2024-08-07T20:48:06.293+0300][0,879s][info ][gc] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 155M->4M(256M) 3,523ms
[2024-08-07T20:48:06.356+0300][0,942s][info ][gc] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 155M->4M(256M) 2,570ms
