[2024-08-04T17:56:43.088+0300][0.002s][info][gc] Using G1
[2024-08-04T17:56:43.089+0300][0.003s][debug][gc] ConcGCThreads: 3 offset 22
[2024-08-04T17:56:43.089+0300][0.003s][debug][gc] ParallelGCThreads: 10
[2024-08-04T17:56:43.089+0300][0.003s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2024-08-04T17:56:43.289+0300][0,203s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 52M->2M(1024M) 3,620ms
[2024-08-04T17:56:43.319+0300][0,233s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 82M->2M(1024M) 1,494ms
[2024-08-04T17:56:43.737+0300][0,651s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 3,092ms
[2024-08-04T17:56:43.912+0300][0,826s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 2,563ms
[2024-08-04T17:56:44.035+0300][0,949s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 3,000ms
[2024-08-04T17:56:44.162+0300][1,076s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 2,970ms
[2024-08-04T17:56:44.286+0300][1,200s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 3,230ms
[2024-08-04T17:56:44.405+0300][1,319s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 2,993ms
[2024-08-04T17:56:44.522+0300][1,436s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 614M->2M(1024M) 2,958ms
[2024-08-04T17:56:44.642+0300][1,556s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 614M->3M(1024M) 2,560ms
[2024-08-04T17:56:44.762+0300][1,676s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 614M->3M(1024M) 2,951ms
